HFC,Office Name,Address (Detailed),Pincode,District,State
Aavas,JALGAON BRANCH,"SHOBHA SMRUTI, 1ST FLOOR, 100 FEET MAIN ADHARSH NAGAR ROAD, ABOVE ICICI BANK, JALGAON",425002,Jalgaon,Maharashtra
Aavas,KALYAN BRANCH,"Shop No 3, Ground floor, Aricia Altis, Agra Rd, near patri pool, near Sanai banquets, Bhanunagar Kalyan(West), Bail Bazar, Bhoiwada",421301,Kalyan,Maharashtra
Aavas,KALYAN VALLIPEER ROAD BRANCH,"C J, JOSHI COMPLEX HS LTD, OFFICE NO. 202, 2ND FLOOR, VALLIPEER ROAD, OPP, KALAYAN RAIWALY STATION",421301,Kalyan,Maharashtra
Aavas,KARAD BRANCH,"Office No F-5, Laxmi Madhav Trade Center, First Floor, Opp Bus Stand Next To Alankar Hotel, Shanwar Peth",415110,Karad,Maharashtra
Aavas,KARJAT BRANCH,"Office No. 102, Shivkrupa CHS, Opposite Sunil Chikki, old court road, Karjat (West)",410201,Karjat,Maharashtra
Aavas,KHARADI BRANCH,"1st Floor, Office No.101 & 102, Above IDBI Bank, Sr. No.5/2/2/1/, Kharadi Mudhwa Bypass, Gold Crest",411014,Pune,Maharashtra
Aavas,KOLHAPUR BRANCH,"Shop No. 109, 1st Floor, REVOLUTION, E- Ward, Kolhapur Station Rd, New Shahupuri, Kolhapur",416001,Kolhapur,Maharashtra
Aavas,LATUR BRANCH,"Office No. 202, 2nd Floor, Sonavna Tower, Main Road, Mini Market Chowk, Above Bank Of Maharashtra",413512,Latur,Maharashtra
Aavas,MAHAD BRANCH,"MADHYAMA TRI CITY, A WING, 1ST FLOOR, OFFICE NO.16, NEAR CHAVDARTALE, DONGRI POOL, MAHAD",402301,Raigad,Maharashtra
Aavas,MUMBAI BRANCH,"D-313, 3rd Floor, Kanakia Zillion, Junction of CST and LBS Road, Kurla West",400070,Mumbai,Maharashtra
Aavas,NAGPUR BRANCH,"2nd Floor, Swami Sadan, Jhanda Chowk, Dharmpeth, Near Joshi Uphar Gruh",440010,Nagpur,Maharashtra
Aavas,NAGPUR BESA ROAD BRANCH,"Shop No.204, 2nd Floor, Shanti Heights, Shanti Park, Above SBI Bank, Manish Nagar, Besa Road",440037,Nagpur,Maharashtra
Aavas,NANDED BRANCH,"MILLENNIUM TOWER, OFFICE NO. 302, 3RD FLOOR, NANDED MALEGAON ROAD, NANDED",431605,Nanded,Maharashtra
Aavas,NASIK BRANCH,"Midas Tower, 1st Floor, At Survey Number 717/1B/2B, Final Plot No. 459, College Road, TP Scheme No. II",425002,Nashik,Maharashtra
Aavas,PANVEL BRANCH,"Neelkant Landmark, 5th Floor, Office No.502, Behind Orion Mall, Near ST Stand, Old Panvel",410206,Panvel,Maharashtra
Aavas,PEN BRANCH,"Mhatre Bhuvan, 2nd Floor, Office No.4, Chinchpada Road, Near Urdu School, oppt. Trimurti Adhar Hospital",402107,Raigad,Maharashtra
Aavas,PIMPRI BRANCH,"Office No. 2/22, Ground Floor, Mahalaxmi Height, Morwadi, Near Bank of Maharashtra, Pimpri",411018,Pune,Maharashtra
Aavas,PUNE BRANCH,"Office No.201, Atharva Plaza, 2nd Floor, Pune Satara Road, Dhankawadi, Pune",411043,Pune,Maharashtra
Aavas,RATNAGIRI BRANCH,"106, 1st Floor, Arihant Space Center, Maruti Mandir Circle, Near Lotlikar Hospital, Ratnagiri",415612,Ratnagiri,Maharashtra
Aavas,SANGLI BRANCH,"Stilt Floor, Shivratan Apartment, Shop No. M-1, College Corner, Sangli",416416,Sangli,Maharashtra
Aavas,SATARA BRANCH,"OFFICE NO.7, 2ND FLOOR, ADARSH CORNER, SR.NO.287/1 TO 7/6, PLOT NO. 3 OF FINAL PLOT NO.12, RADHIKA ROAD, OPP. HOTEL RAJTARA",415001,Satara,Maharashtra
Aavas,SHIRUR BRANCH,"OFFICE NO.103, 1ST FLOOR, SAI BUSINESS COURT, SURAJNAGR, SHIRUR, TAL-SHIRUR, DIST-PUNE",412210,Pune,Maharashtra
Aavas,SHIVAJI NAGAR PUNE BRANCH,"Office No. 702, 7th floor, Kohinoor B zone, metro station, opposite to Shivaji nagar, Narveer Tanaji Wadi",411005,Pune,Maharashtra
Aavas,SHRIRAMPUR BRANCH,"AARIHANT TOWER, 1ST FLOOR, OFFICE NO 1, BELAPUR ROAD, SHRIRAMPUR",413709,Shrirampur,Maharashtra
Aavas,SOLAPUR BRANCH,"2nd Floor, ‘Saraswati Height’, Plot No. 5, Narsinh Nagar, Opp. D-Mart, Jule Solapur",413008,Solapur,Maharashtra
Aavas,THANE BRANCH,"1st Floor, A.D.J. Residency, Royal House, Behind Wood Mall, LBS Marg, Thane (W)",400601,Thane,Maharashtra
Aavas,TITWALA BRANCH,"Shop/office No. 101, UMA DEEP, Ganesh Mandir Road, Titwala",421605,Titwala,Maharashtra
Aavas,VASAI BRANCH,"B-204 to 207, Royal Shopping Center, Ambadi Road, Vasai West, Thane",401202,Vasai,Maharashtra
Aavas,VASAI AMBADI ROAD BRANCH,"Flat No. A2, Second Floor, Sai Tower CHS Ltd., Ambadi Road, Vasai",401202,Thane,Maharashtra
Aavas,VIRAR BRANCH,"Office No.3 &4,3rd Floor, Viva-Gokul Arcade, Virar, Mumbai",401305,Mumbai,Maharashtra
Aavas,WAGHOLI BRANCH,"Office No. A-214, 2nd Floor, Oxy Primo, A Wing, G.NO. 559/1, BAKORI PHATA , WAGHOLI",412207,Pune,Maharashtra
Aavas,WARDHA BRANCH,"1ST FLOOR, MANGALAM BUILDING, INFRONT OF SHIVA VAIBHAV MANGAL KARYALAY, GANDHI NAGAR, BACHLOR RODA",442001,Wardha,Maharashtra
Aavas,WASHIM BRANCH,"Shop No-30, Patni Commercial Complex, Risod Naka Road",444505,Washim,Maharashtra
Aavas,YAVATMAL BRANCH,"Pride Plaza, Shop No. 3 & 4, 1st floor, Main Road Civil Lane, Poonam Chowk",445001,Yavatmal,Maharashtra
Aavas,BARGARH BRANCH,"1st Floor, Khata No 2414/5432, NH-06, Bhatli Rd, Near Kishore Nursing home, above Mannapuram Gold Loan",768028,Bargarh,Odisha
Aavas,BERHAMPUR BRANCH,"First Floor, Khodasingi Main Road, Near Indian Oil Petrol Pump",760010,Berhampur,Odisha
Aavas,BHUBANESHWAR BRANCH,"N5/123, First Floor, Jaydev Vihar, Near Biju Pattnaik College",751015,Bhubaneswar,Odisha
Aavas,CUTTACK BRANCH,"Plot No. 1035/1159, First Floor, Near Axis Bank, Jagatpur",754200,Cuttack,Odisha
Aavas,JAJPUR BRANCH,"1st Floor, Office No. 01, Plot No. 636, Biswal Building NH-215, Near Dev Plaza",755019,Jajpur,Odisha
Aavas,PURI BRANCH,"2nd Floor, Samanta Chandrashekhar Nagar, VIP Road, Near PKDA",400052,Puri,Odisha
Aavas,ABOHAR BRANCH,"1st Floor, SCO-2, Abha City Square, Near Bus Stand, In Front of BSNL Office",152116,Abohar,Punjab
Aavas,KHARAR BRANCH,"1ST FLOOR SCO-BO 023/397, SEC-125 CHANDIGARH-KHARAR ROAD",140301,Mohali,Punjab
Aavas,MOHALI BRANCH,"SCO -1, 2nd Floor, Sabji Mandi, Phase -11, Sector -65",160055,Mohali,Punjab
Aavas,RUPNAGAR BRANCH,"1st Floor, SCO No. 39, BSA Nagar, Bella Road",140001,Rupnagar,Punjab
Aavas,ZIRAKPUR BRANCH,"SHOP/OFFICE NO.24, 3RD FLOOR, MOHALI CITY SQUARE, PATIALA ROAD",140603,Mohali,Punjab
Aavas,ABU ROAD BRANCH,"1st Floor, Choudhary Complex, Near Chamtkari Hanuman Temple, Mount Road, Manpur",307026,Abu Road,Rajasthan
Aavas,AJEETGARH BRANCH,"1st Floor, Shri Sai Naryan Complex, Shahpura Rd, opp. Triveni Marraige Garden",332701,Ajeetgarh,Rajasthan
Aavas,AJMER BRANCH,"Hariom Complex, Plot No. 1, 1st Floor, Makarwali Rd, above Canara Bank",305001,Ajmer,Rajasthan
Aavas,ALWAR BRANCH,"1ST FLOOR, ABOVE BANK OF BARODA, PLOT NO.6, LAJPAT NAGAR, SCHEME NO.2",301001,Alwar,Rajasthan
Aavas,ANOOPGARH BRANCH,"Plot No.67, 1st Floor, Near SBI Bank, Railway Station Road",335701,Anupgarh,Rajasthan
Aavas,ASIND BRANCH,"Shop No.1, Albhashar Complex, Bhim Road, Chungi Naka",311301,Bhilwara,Rajasthan
Aavas,BAGRU BRANCH,"1st Floor, Balaji Plaza, Baba Market, Bagru, Dist.- Jaipur",303007,Jaipur,Rajasthan
Aavas,BALOTRA BRANCH,"1st floor, Shiv complex, khed road, Balotra",344022,Barmer,Rajasthan
Aavas,BANSWARA BRANCH,"1st Floor, R S Square, Shop No 115, Opp. Mahi Colony, Near Housing Board Circle",327001,Banswara,Rajasthan
Aavas,BANSWARA DUNGARPUR ROAD BRANCH,"Prince Galaxy Tower, Plot No. 15A & 15B, 1st Floor, Dungarpur Road, Banswara",327001,Banswara,Rajasthan
Aavas,BARAN BRANCH,"2nd Floor, Satya Place Building, Kota Road",325205,Baran,Rajasthan
Aavas,BARMER BRANCH,"1ST FLOOR, VANKAL TOWER, RAI COLONY ROAD",344001,Barmer,Rajasthan
Aavas,BASSI BRANCH,"1st Floor. Prabhu Colony, Potlya Market, Bassi",303301,Jaipur,Rajasthan
Aavas,BEAWAR BRANCH,"2nd Floor, Shree Siddhi Vinayak Market ,Opp. City cinema Station Road",305901,Beawar,Rajasthan
Aavas,BEGUN BRANCH,"Ward No.1, Chittor Road, Near HDB Financial , Begun, Chittorgarh",312023,Chittorgarh,Rajasthan
Aavas,BHADRA BRANCH,"1st floor dariya singh plaza,opp BJP office Sahwa Rd",335501,Bhadra,Rajasthan
Aavas,BHARATPUR BRANCH,"1st Floor, Exhibition Road, Kumher Gate Circle, Above Bharat Bajaj, near Bank Of Baroda",321001,Bharatpur,Rajasthan
Aavas,BHILWARA BRANCH,"Ground Floor, Commercial Plot No. 2751/1 & 2751/2, K K Tower, Revenue Village Bhilwara, Sancheti Colony, Near Mirchi Mandi",311001,Bhilwara,Rajasthan
Aavas,BHIM BRANCH,"IST FLOOR, DHANLAXMI TOWER, NEAR TRUCK CHAURAHA, BHIM, DISTRICT",305921,Rajsamand,Rajasthan
Aavas,BHINMAL BRANCH,"Shop No- 31, Shree Sai Complex, Above Axis Bank, Station Road, Bhinmal, Bhinmal Dist- Jalore",343029,Jalore,Rajasthan
Aavas,BHIWADI BRANCH,"D-203,1st Floor,Bhagat Singh Colony,Above Axis Bank,Alwar bhiwadi bypass",301001,Alwar,Rajasthan
Aavas,BIJAYNAGAR BRANCH,"ASHIRWAD PLAZA, 1st Floor, Beawar Road, Near Pragya School",305624,Ajmer,Rajasthan
Aavas,BIKANER BRANCH,"2nd Floor,Plot No.8, Gopali Sadan, Nr. Railway overbrigge, Rani Sati, Bazaar",334001,Bikaner,Rajasthan
Aavas,BIKANER SRIGANGANAGAR ROAD BRANCH,"1ST FLOOR, CR TOWER, OPP.RCP COLONY, SRIGANGANAGAR ROAD, BIKANER",334001,Bikaner,Rajasthan
Aavas,BILARA BRANCH,"1ST FLOOR, PLOT NO.1, YADUVEER SINGH COMPLEX, POLIYAWAS, AJMER ROAD, NEAR HDFC BANK, BILARA, DISTRICT JODHPUR",342602,Jodhpur,Rajasthan
Aavas,BUNDI BRANCH,"1st Floor, Ambedkar Circle, Lanka Gate Road, Income Tax Office, Bundi",323001,Bundi,Rajasthan
Aavas,CHHABRA BRANCH,"Plot No. 2, Ground Floor, New Colony Salpura Road, Chhabra",325220,Chhabra,Rajasthan
Aavas,CHITTORGARH BRANCH,"PLOT NO -3, KAILASH NAGAR, CHAMTI KHERA CHOWK, CHAMTI KHERA ROAD",312001,Chittorgarh,Rajasthan
Aavas,CHIRAWA BRANCH,"1st Floor, Above Axis Bank, Pilani Road, Chirawa, Jhunjhunu",333026,Jhunjhunu,Rajasthan
Aavas,CHOMU BRANCH,"Ground Floor, Shree prayag Complex, Renwal Road, Dholi Mandi-Chomu",303702,Chomu,Rajasthan
Aavas,CHURU BRANCH,"First Floor, Above SBI Bank, Opp. Rishi School, Purani Sadak, Churu",331001,Churu,Rajasthan
Aavas,DAUSA BRANCH,"Opp Tiwari Dharm Kanta, Near Choudhary Petrol Pump, 1st Floor, Above Tip top Furniture, Agra Road",303303,Dausa,Rajasthan
Aavas,DEEDWANA BRANCH,"Shop No.29 & 30, Ground Floor, Hospital Circle, Didwana",341303,Nagaur,Rajasthan
Aavas,DEGANA BRANCH,"1ST FLOOR. KILAK PLAZA, BEHIND PANDIYA BHAWAN, NEAR MIDDLE GIRL’S SCHOOL, DEGANA",341503,Nagaur,Rajasthan
Aavas,DEOLI BRANCH,"Suwalka Complex, 1st Floor, Opp. Govt. College, Jaipur Road",304804,Deoli,Rajasthan
Aavas,DUDU BRANCH,"Ground Floor, Near Power House, N.H. 8, Dudu",303008,Jaipur,Rajasthan
Aavas,DUNGARGARH BRANCH,"1ST FLOOR, STATION ROAD, PANI KI TANKI KE PASS, DUNGARGARH",331803,Dungargarh,Rajasthan
Aavas,DUNGARPUR BRANCH,"1st Floor, Near Muthoot Finance, Main Sagvada Road, Shastri Marg College Road",314001,Dungarpur,Rajasthan
Aavas,FATEHNAGAR BRANCH,"Ground Floor, Plot No-L, Udaipur Road, Fatehnagar, Udaipur",313205,Udaipur,Rajasthan
Aavas,GANGAPUR BRANCH,"Plot No.3 & 4, Ground Floor, Ward No.6, Near Geeta Complex, Saharda Chouraha Road",311801,Gangapur,Rajasthan
Aavas,HANUMANGARH BRANCH,"1st Floor, Baba Shyam Singh Complex, Opp. Narang Hotel, Hanumangarh Junction, Hanumangarh",335512,Hanumangarh,Rajasthan
Aavas,ITAWA BRANCH,"Ground Floor, Near Jain Oil Mill Opp Jodaliya Balaji Temple, Khatoli Road",325004,Itawa,Rajasthan
Aavas,JAIPUR BRANCH,"101-105, 1st Floor, Southend Square, Mansarovar Industrial Area, Jaipur",302020,Jaipur,Rajasthan
Aavas,JAIPUR AJMER ROAD BRANCH,"Diamond Tower, 1st Floor, Ajmer DCM Road, Jaipur",302006,Jaipur,Rajasthan
Aavas,JAIPUR DHER KE BALAJI BRANCH,"1st Floor, Plot No.53, Parsharam Nagar, Sikar Rd, Dher Ka Balaji, Jaipur",302039,Jaipur,Rajasthan
Aavas,JAIPUR JAGATPURA BRANCH,"Plot No.1, Meenakshi Tower, Vishnupuri, Jagatpura Road, Jaipur",302017,Jaipur,Rajasthan
Aavas,JAIPUR KALWAR ROAD BRANCH,"1st floor, P No. 73, 74, 75 Patel Nagar, Govindpura Kalwar road, Jaipur",302012,Jaipur,Rajasthan
Aavas,JAIPUR LOHA MANDI ROAD BRANCH,"Plot No-7 & 8, 1st Floor, Usha Colony, Machda, New Loha Mandi Road, Jaipur",302013,Jaipur,Rajasthan
Aavas,JAIPUR MAHAPURA BRANCH,"Ground Floor, Balaji Market, Bus Stand, Mahapura",302026,Jaipur,Rajasthan
Aavas,JAIPUR RAJAPARK BRANCH,"2nd Floor, Delight Tower, B-23, Govind Marg, Opp- Parnami Mandir, Rajapark, Jaipur",302004,Jaipur,Rajasthan
Aavas,JAIPUR SANGAM TOWER BRANCH,"113 & 210 1st Floor & 2nd Floor, Sangam Tower, Church Road, Jaipur",302001,Jaipur,Rajasthan
Aavas,JAIPUR VATIKA ROAD BRANCH,"1ST FLOOR, PLOT NO. 1, SHIV NAGAR, NEAR SHIV TEMPLE, VATIKA ROAD, JAIPUR",303905,Jaipur,Rajasthan
Aavas,JAITARAN BRANCH,"1st Floor, Opp. ICICI Bank, Nimaj, Road, Jaitaran",306302,Jaitaran,Rajasthan
Aavas,JALORE BRANCH,"Plot no H -03 First Floor, Shivaji Nagar, Aahore Circle, Opposite Police Line",343001,Jalore,Rajasthan
Aavas,JHALAWAR BRANCH,"1ST FLOOR, ABOVE ANDHRA BANK, WARD NO.15, MANGALPURA ROAD, JHALAWAR",326001,Jhalawar,Rajasthan
Aavas,JHUNJHUNU BRANCH,"OPP. Reliance petrol Pump, Road No.3, Jhunjhunu",333001,Jhunjhunu,Rajasthan
Aavas,JOBNER BRANCH,"Jaipur Road, Near Police Thana, Jobner",303328,Jobner,Rajasthan
Aavas,JODHPUR BRANCH,"1st Floor, E-131, Kalpatru Shopping Centre, Residency Road, Jodhpur",342001,Jodhpur,Rajasthan
Aavas,KEKRI BRANCH,"Ground Floor, Khangarot Plaza, Ground Floor, Kota Road, Sarvar Road Tiraha, Kekri",305404,Ajmer,Rajasthan
Aavas,KHETRI BRANCH,"1ST FLOOR, ABOVE JIO DIGITAL, WARD NO.14, CINEMA ROAD, KHETRI",333504,Khetri,Rajasthan
Aavas,KISHANGARH BRANCH,"1st Floor, Near ICICI Bank, Opp. Agrasen Bawan, Jaipur -Ajmer Road",305801,Kishangarh,Rajasthan
Aavas,KOLAYAT BRANCH,"Ground Floor, Near bus stand, Kolayat",334302,Bikaner,Rajasthan
Aavas,KOTA BRANCH,"1st Floor, 4-B-7, Near Talwandi Circle, Opposite Barthunia Clinic, Talwandi",324005,Kota,Rajasthan
Aavas,KOTA BARAN ROAD BRANCH,"1st Floor, D-25, Sukhdham Colony, Above Union Bank 80 Feet Road, Near Police Line",324001,Kota,Rajasthan
Aavas,KOTPUTLI BRANCH,"1st Floor, Alwar Road, Opp. Govt. Krishi Anaj Mandi, Kotputli, Dist- Jaipur",303108,Jaipur,Rajasthan
Aavas,KUCHAMAN BRANCH,"1st Floor, Station Rd, near SBI Bank, Kuchaman City",341508,Kuchaman,Rajasthan
Aavas,MALPURA BRANCH,"Ground Floor, Opp. TVS Showroom, Brijlal Nagar, Dudu Road, Malpura",304502,Malpura,Rajasthan
Aavas,MERTA BRANCH,"1st Floor, Above Vijay Laxmi Automobiles, Near Axis Bank, Nagaur Chouki, Main Krishi Mandi Road",341510,Merta,Rajasthan
Aavas,NAGAUR BRANCH,"2nd Floor, Kamal Tower, In front of old Govt. Hospital, Above OBC Bank, Nagaur",341001,Nagaur,Rajasthan
Aavas,NAWALGARH BRANCH,"Ground Floor, Opp. Hotel Nawal Plaza, Near Roadways Bus Stand, Sikar-Jhunjhunu Road",333042,Nawalgarh,Rajasthan
Aavas,NEEM KA THANA BRANCH,"1ST FLOOR, NEAR BSNL TOWER, SHAHPURA ROAD, ABOVE BAJAJ SHOWROOM, NEEM KA THANA",332713,Neem Ka Thana,Rajasthan
Aavas,NEEMRANA BRANCH,"1st Floor, Shop No.114-115, Krishna Tower, Neemrana",301701,Alwar,Rajasthan
Aavas,NIMBAHERA BRANCH,"Ground Floor, In-front of New Court, Chittaurgarh Road, Kherodia Complex, Nimbahera",312601,Nimbahera,Rajasthan
Aavas,NOHAR BRANCH,"Ground Floor, Plot No.94, & 95, Near Railway Mal Godam, Ward No.25, Opposite Karni Mata Mandir, Bhadra Road, Nohar",335523,Hanumangarh,Rajasthan
Aavas,NOKHA BRANCH,"Daga building, 2nd Floor, Jain Chowk, Nokha",334803,Bikaner,Rajasthan
Aavas,OSIAN BRANCH,"1ST FLOOR, OPP. STATE BANK OF INDIA & LIC OFFICE, STATION ROAD, OSIAN",342303,Jodhpur,Rajasthan
Aavas,PALI BRANCH,"2ND Floor, 173-Aadi Nath Nagar, Vinayak Naju Plaza, New Bus Stand, Pali",306401,Pali,Rajasthan
Aavas,PAOTA JODHPUR BRANCH,"1st Floor, Shop Plot No. 1, Polo First, Fort Road Above Axis Bank, Khet Singh Ji Ka Bangla, Paota",342001,Jodhpur,Rajasthan
Aavas,PARBATSAR BRANCH,"1st Floor, Above HDFC Bank, Kishangarh Road, Parbatsar, Distt. Nagaur, Parbatsar, Rajasthan",341512,Nagaur,Rajasthan
Aavas,PHULERA BRANCH,"Shop No. 16, 17 Anu Vihar Colony Jobner Road Phulera - Raj",303338,Jaipur,Rajasthan
Aavas,PRATAPGARH BRANCH,"Shop No 6, H.No.125, Ground Floor, Manak Bhawan, M.G. Road, Opposite RSEB Office, Pratapgarh, Rajasthan",312605,Pratapgarh,Rajasthan
Aavas,RAISINGHNAGAR BRANCH,"Shop number 348-349, Old Dhan Mandi, Opposite HDFC bank, 1st floor raisinghnagar",335051,Raisinghnagar,Rajasthan
Aavas,RAJGARH BRANCH,"Ground Floor, Near Vasanti Devi Dharmshala, Ward No.14, Station Road, Rajgarh- Churu- Rajasthan",331023,Churu,Rajasthan
Aavas,RAJSAMAND BRANCH,"1st Floor, Moolchand Talesra Building, Vivekanand Chourha, Bhilwara Road, Kankroli, Rajsamand, Rajasthan",313324,Rajsamand,Rajasthan
Aavas,RAMGANJ MANDI BRANCH,"Plot No 10-11, 1St Floor, Infront Of Gokul Dham Society Khairabad Road",326529,Rajasthan,Rajasthan
Aavas,RATANGARH BRANCH,"Ward No -03, Link Road, Near Manohar dasji Samadhi, Near Forth Puliya, Ratangarh, Dist - Churu, Rajasthan",331001,Churu,Rajasthan
Aavas,RAWATSAR BRANCH,"Ward No 21, Hanumangarh Road, Opp. Bank of Baroda, Rawatsar, Rajasthan",335524,Hanumangarh,Rajasthan
Aavas,RENWAL BRANCH,"Near Old Bajaj Motorcycle Showroom, Chomu Road, Renwal, Jaipur",303603,Jaipur,Rajasthan
Aavas,RINGUS BRANCH,"Khasra No, 4514, Ground Floor, Mat Mandir Road, Near AU Small Bank, Ringus, Dist- Sikar, Rajasthan",332404,Sikar,Rajasthan
Aavas,SAGWARA BRANCH,"1st Floor, Near Sanchawat Vatika, Dungarpur Road, Sagwara, District Dungarpur, Rajasthan",314025,Dungarpur,Rajasthan
Aavas,SALUMBER BRANCH,"1st Floor, Opp. Higher Sec School, Above SBI & ICICI Bank, Salumber, Udaipur",313027,Udaipur,Rajasthan
Aavas,SANCHORE BRANCH,"1st Floor, Kesar Complex, Near Gopal Plaza, Hadecha Bus Stop, Sanchore, Dist Jalore",343041,Jalore,Rajasthan
Aavas,SANGARIA BRANCH,"Ground Floor, Market Cameti Wali Gali, Opp. Shiv Dharamkanta, Main Gurudwara, Sangaria, Hanumangarh",335063,Hanumangarh,Rajasthan
Aavas,SARDARSHAHAR BRANCH,"Ground Floor, Plot No-5&6, Choudhary Market, Near Madan Hotel, Bikaner Road, Sardarshahar, Churu",331403,Churu,Rajasthan
Aavas,SAWAI MADHOPUR BRANCH,"Plot No. 1, 1st Floor, Above PNB Bank, Maharana Pratap Colony, Beside Of Zila Udyog Kendra, Akashwani Dausa Road",304001,Sawai Madhopur,Rajasthan
Aavas,SHAHPURA BRANCH,"1st Floor, Opp. Kotak Mahindra Bank, Palsaniya Paradise, Near Mahalaxmi Cinema, NH-8, Shahpura",303103,Jaipur,Rajasthan
Aavas,SHAHPURA BHILWARA BRANCH,"Ground Floor, Shop No.33, Welcome Plaza, Old Bus Stand, Shahpura, Dist- Bhilwara, Rajasthan",311401,Bhilwara,Rajasthan
Aavas,SHRI GANGANAGAR BRANCH,"2nd Floor, Shop No.1 & 2, Chak -3 E, Murba No.35/37, Killa No.21, Shakti Marg, Near Rajasthan Patrika, Dist. Sriganganagar",335001,Sri Ganganagar,Rajasthan
Aavas,SIKAR BRANCH,"2nd Floor, Parvati Tower, Hariram Bahad Marg, Polo Ground, Sikar",332001,Sikar,Rajasthan
Aavas,SIROHI BRANCH,"Second Floor, KP Complex, Plot No 126, Dr. Sampurnand Colony, By Pass Road, Opp Sanjvani Hospital, Sirohi",307001,Sirohi,Rajasthan
Aavas,SOJAT BRANCH,"Plot No.1, Marudhar Keshari Road, Sirvi Bhawan, Near Bank Of Baroda, Sojat",306104,Pali,Rajasthan
Aavas,SUJANGARH BRANCH,"Shop No. 2 & 3, First Floor, Vinayak City Center, Station Road, Sujangarh",331507,Churu,Rajasthan
Aavas,SUMERPUR BRANCH,"Opposite Deputy Office, Beldeo Singh Colony, Jawai Bandh Station Road, Near Arya Samaj Circle, Sumerpur",306902,Pali,Rajasthan
Aavas,SURATGARH BRANCH,"Plot No-E-1, 2nd Floor, Opp. Bus Stand, Bikaner Road, Suratgarh",334001,Suratgarh,Rajasthan
Aavas,TARANAGAR BRANCH,"Ground Floor, Ward No. 14, Opposite Court Campus, Near Water Works, Main Road, Taranagar, Dist. Churu",331304,Churu,Rajasthan
Aavas,TONK BRANCH,"1st Floor, S-13, Housing Board, Near Bus Stand, Tonk",304001,Tonk,Rajasthan
Aavas,UDAIPUR BRANCH,"Neelam Complex, Plot No.16A, 1st Floor, Sector 5, Hiran Magri, Udaipur",313002,Udaipur,Rajasthan
Aavas,UDAIPUR HIRAN MANGRI BRANCH,"Plot No 440 (South Part), 1st Floor, Above SBI Bank, Sec 12, Hiran Mangri",313002,Udaipur,Rajasthan
Aavas,UDAIPURWATI BRANCH,"Shafi Complex 1, Ground Floor, Jaipur Road, Udaipurwati",333307,Udaipurwati,Rajasthan
Aavas,HOSUR BRANCH,"2nd Floor, Shop-No. 56/2, Shanthi Nagar, Denkanikotta Road, Krishnagiri, Hosur, Tamil Nadu",635109,Krishnagiri,Tamil Nadu
Aavas,AGRA BRANCH,"Office No 1, 2nd Floor, Block No. 38/4A, Sumriddhi Business Suites, Sanjay Place, Agra",282002,Agra,Uttar Pradesh
Aavas,AGRA SIKANDRA BRANCH,"1st Floor, Commercial Plot No.-9, Sector-9, Sikandra Yojana, Sikandra-Bodla Road, Near Kargil Petrol Pump, Agra",202007,Agra,Uttar Pradesh
Aavas,ALIGARH BRANCH,"2nd Floor, H.M. Complex, OPP. Axis Bank, Janakpuri, Ramghat Road, Aligarh",202001,Aligarh,Uttar Pradesh
Aavas,AYODHYA BRANCH,"1st Floor, Plot No. 449/M, Deokali Chauraha, Lucknow-Gorakhpur Bypass, Ayodhya",224001,Ayodhya,Uttar Pradesh
Aavas,BARABANKI BRANCH,"1st Floor, Plot Khasra No. 384/3/3MIN, Naka Satrikh, Faizabad Road, Barabanki",225001,Barabanki,Uttar Pradesh
Aavas,BAREILLY BRANCH,"Plot No-12, Om Radha Swami Enclave, Opp- City Dharamdutt Hospital, Prem Nagar, Bareilly",243001,Bareilly,Uttar Pradesh
Aavas,BIJNOR BRANCH,"Second Floor, A.K. Plaza, Kiratpur Road, Bijnor",246701,Bijnor,Uttar Pradesh
Aavas,BUDAUN BRANCH,"Ground Floor, Opposite Ambedkar Hostel, Dataganj Chauraha, Budaun",243601,Budaun,Uttar Pradesh
Aavas,BULANDSHAHR BRANCH,"4/C-1/7, 1st Floor, Shrinath Plaza, Avanti Nagar, Aavas Vikas, Phase 1, D M Road",226017,Bulandshahr,Uttar Pradesh
Aavas,CHANDAUSI BRANCH,"Ground Floor, Aazad Road, Near Gurudwara, Chandausi, Sambhal",244302,Sambhal,Uttar Pradesh
Aavas,ETAWHA UP BRANCH,"1st Floor, Plot No - 4, Ranveer Nagar, ITI Chowk, Agra-Kanpur Bypass, Etawah",206001,Etawah,Uttar Pradesh
Aavas,GHAZIABAD BRANCH,"1st Floor, B-38, Parijaat Bhawan, RDC Raj Nagar, Ghaziabad",201002,Ghaziabad,Uttar Pradesh
Aavas,GREATER NOIDA BRANCH,"2nd Floor, Kasana Tower, A-4, Alpha-I, Commercial Belt, Greater Noida",201310,Greater Noida,Uttar Pradesh
Aavas,HAPUR BRANCH,"2nd Floor, SRS Square, Opposite SSvV Inter College, Delhi Road, Hapur",245101,Hapur,Uttar Pradesh
Aavas,HARDOI BRANCH,"1st Floor, Plot No. 174, New Civil Lines, Opp. Head Post Office Rd, Hardoi",241001,Hardoi,Uttar Pradesh
Aavas,HATHRAS BRANCH,"Ground Floor, Sadabad Gate, Agra Road, Near Arya Vart Bank, Hathras",204101,Hathras,Uttar Pradesh
Aavas,JHANSI BRANCH,"H. No. 493, 1st Floor, Stephen House Building, Gondu Compound, Gwalior Road, BKD Crossing, Jhansi",284001,Jhansi,Uttar Pradesh
